StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_6_TEXT,Q19,Q20,Q21,Q22,Q23,Q23_18_TEXT,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32_1,Q32_2,Q32_3,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40
2017-06-08 06:18:22,2017-06-08 06:18:22,Survey Test,,100,0,True,2017-06-08 06:18:22,R_4T0cibgVZP3GTHf,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree strongly,Agree moderately,Neither agree nor disagree,Disagree moderately,Agree moderately,Agree strongly,Neither agree nor disagree,Agree a little,Disagree strongly,Agree strongly,Very negative,Slightly positive,Very positive,Slightly positive,Very negative,Positive,Slightly negative,Very negative,Positive,Slightly positive,Neither positive nor negative,Neither positive nor negative,Negative,Very positive,Neither positive nor negative,Very positive,5,6,Extremely uncharacteristic of me (1),5,3,5,4,5,Extremely characteristic of me (7),4,Extremely characteristic of me (7),4,Extremely uncharacteristic of me (1),6,3,8,8,2,5,6,2,2,5,Always or definitely yes (9),3,4,8,3,2,Never or definitely no (1),15,Other,None,Yes,1,Work for an employer,Sales or retail,,,"$6,000-$11,999 per year",249 MAD or less,"25,001 – 40,000 pesos",Living comfortably on present income,Mormon/Latter-Day Saints,,Annually (at least once a year),48,30,"Domestic partnership/Living with partner ",70372,"No, not born in this country",No,"Curabitur a cras suscipit ullamcorper scelerisque, non? Ac elementum! Aenean eu eu.",4 days,Never,6 days,On a mobile device,14,Yes,19258,14,No,Yes,12
2017-06-08 06:18:22,2017-06-08 06:18:22,Survey Test,,100,0,True,2017-06-08 06:18:22,R_4INvoBgo2wWq4xT,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree a little,Disagree strongly,Disagree strongly,Agree strongly,Disagree moderately,Neither agree nor disagree,Disagree a little,Agree a little,Agree strongly,Neither agree nor disagree,Very negative,Neither positive nor negative,Neither positive nor negative,Negative,Very positive,Negative,Slightly negative,Positive,Very negative,Positive,Negative,Neither positive nor negative,Neither positive nor negative,Slightly positive,Positive,Slightly negative,Extremely characteristic of me (7),4,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),3,5,4,Extremely uncharacteristic of me (1),4,5,3,5,4,2,6,5,Always or definitely yes (9),Never or definitely no (1),4,8,6,7,4,3,5,7,8,8,4,5,2,Male,High school,No,,,,Unemployed,,"Less than $6,000 per year","15,000 - 19,999 MAD","1,501 – 3,000 pesos",Finding it very difficult on present income,Protestant,,Do not regularly attend religious services,72,39,"Domestic partnership/Living with partner ",92363,"No, not born in this country",No,A? Cras culpa? Id praesent quam magnis quam lorem ac.,4 days,4 days,3 days,On a computer or tablet at home,3,No,,,No,Yes,12
2017-06-08 06:18:24,2017-06-08 06:18:24,Survey Test,,100,0,True,2017-06-08 06:18:24,R_5ATbjg9GWHqGLqt,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree a little,Agree a little,Disagree a little,Agree a little,Disagree strongly,Neither agree nor disagree,Disagree strongly,Disagree strongly,Neither agree nor disagree,Disagree strongly,Positive,Positive,Positive,Negative,Slightly negative,Very positive,Slightly negative,Neither positive nor negative,Very positive,Neither positive nor negative,Very negative,Very negative,Slightly positive,Very negative,Neither positive nor negative,Positive,5,4,4,3,Extremely characteristic of me (7),Extremely uncharacteristic of me (1),2,4,5,2,3,2,4,2,5,5,8,5,Always or definitely yes (9),2,Never or definitely no (1),7,5,4,3,4,Never or definitely no (1),8,Never or definitely no (1),7,13,Male,None,No,,,,Retired,,"$120,000-$179,999 per year","3,000 - 4,999 MAD","3,001 – 4,000 pesos",Finding it difficult on present income,Sikhism,,Do not regularly attend religious services,14,90,Single/Never been married,79533,"No, not born in this country",No,"Gravida! Iaculis luctus platea! Massa rutrum ante luctus, wisi! Eu? Velit tortor ab dui! Nonummy.",1 day,3 days,7 days,On a mobile device,18,Yes,80806,11,Yes,No,
2017-06-08 06:18:23,2017-06-08 06:18:23,Survey Test,,100,0,True,2017-06-08 06:18:24,R_1SP4RnZALdCF953,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Disagree moderately,Disagree moderately,Agree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Slightly positive,Very positive,Slightly positive,Negative,Positive,Slightly positive,Slightly negative,Very positive,Very negative,Neither positive nor negative,Very positive,Positive,Negative,Positive,Negative,Neither positive nor negative,5,2,Extremely uncharacteristic of me (1),6,6,Extremely characteristic of me (7),3,5,3,Extremely characteristic of me (7),5,6,5,5,3,Never or definitely no (1),6,3,8,7,2,8,6,Never or definitely no (1),4,Always or definitely yes (9),Always or definitely yes (9),2,5,4,142,Male,Post-graduate degree,No,,,,Disabled,,"$180,000-$239,999 per year","20,000 - 24,999 MAD",(Refused to give household income),Living comfortably on present income,Spiritism,,Annually (at least once a year),13,30,Single/Never been married,26915,"No, not born in this country",Yes,Sed ante aliquam auctor posuere nunc fermentum urna ipsum. Arcu metus pellentesque primis.,7 days,Less than once a week,1 day,On a computer or tablet at work,3,Yes,77011,9,No,No,
2017-06-08 06:18:23,2017-06-08 06:18:23,Survey Test,,100,0,True,2017-06-08 06:18:23,R_3l3JKGvH4hD7Zxb,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree moderately,Neither agree nor disagree,Disagree a little,Disagree moderately,Agree a little,Disagree a little,Disagree strongly,Disagree strongly,Disagree moderately,Disagree moderately,Very negative,Slightly positive,Slightly positive,Negative,Very negative,Slightly positive,Slightly positive,Negative,Very negative,Negative,Very negative,Very negative,Very negative,Slightly positive,Positive,Slightly positive,5,3,2,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),2,3,5,6,6,2,Extremely uncharacteristic of me (1),6,5,2,7,5,Always or definitely yes (9),7,4,4,8,4,2,8,7,2,3,3,7,16,Prefer not to answer,Post-graduate degree,Yes,18,Self-employed,Professional,,,"$6,000-$11,999 per year","15,000 - 19,999 MAD","More than 40,000 pesos",Finding it difficult on present income,Protestant,,Weekly (at least once a week),85,72,Separated,74804,"Yes, born in this country",,,4 days,7 days,Less than once a week,Other,0,No,,,Yes,Yes,14
2017-06-08 06:18:24,2017-06-08 06:18:24,Survey Test,,100,0,True,2017-06-08 06:18:25,R_ddjjylGhQPFsMJv,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree a little,Disagree strongly,Disagree moderately,Agree a little,Disagree strongly,Disagree moderately,Agree moderately,Neither agree nor disagree,Disagree strongly,Agree a little,Neither positive nor negative,Positive,Positive,Positive,Positive,Slightly negative,Positive,Neither positive nor negative,Very negative,Very negative,Very positive,Slightly positive,Positive,Positive,Slightly negative,Slightly positive,2,4,3,5,4,5,5,2,3,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),5,6,6,3,3,6,Always or definitely yes (9),8,Never or definitely no (1),Always or definitely yes (9),2,Always or definitely yes (9),7,Never or definitely no (1),2,8,6,Never or definitely no (1),3,84,Prefer not to answer,None,Yes,15,Self-employed,Farmer or rancher,,,"$24,000-$35,999 per year","3,000 - 4,999 MAD",(Does NOT know household income),Living comfortably on present income,Roman Catholic,,Weekly (at least once a week),77,31,Separated,84421,"Yes, born in this country",,,Less than once a week,4 days,6 days,On a computer or tablet at work,24,No,,,Yes,Yes,5
2017-06-08 06:18:24,2017-06-08 06:18:24,Survey Test,,100,0,True,2017-06-08 06:18:24,R_1Te57Ras5Wntpjf,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree strongly,Disagree strongly,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Agree a little,Disagree strongly,Agree strongly,Positive,Positive,Negative,Positive,Slightly positive,Slightly positive,Neither positive nor negative,Positive,Very negative,Slightly positive,Negative,Neither positive nor negative,Negative,Very negative,Slightly negative,Negative,6,6,5,5,5,3,Extremely characteristic of me (7),Extremely characteristic of me (7),5,4,5,6,4,4,Never or definitely no (1),5,6,Always or definitely yes (9),7,5,Never or definitely no (1),Always or definitely yes (9),5,7,Never or definitely no (1),Always or definitely yes (9),7,7,3,6,12,Prefer not to answer,College degree,No,,,,Disabled,,,"1,000 - 1,499 MAD","25,001 – 40,000 pesos",Living comfortably on present income,Roman Catholic,,Do not regularly attend religious services,70,97,Single/Never been married,7598,"Yes, born in this country",,,3 days,5 days,1 day,On a computer or tablet at work,4,No,,,No,Yes,5
2017-06-08 06:18:25,2017-06-08 06:18:25,Survey Test,,100,0,True,2017-06-08 06:18:25,R_9Qz247KHHDk3cAB,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Agree strongly,Agree moderately,Agree strongly,Neither agree nor disagree,Agree strongly,Agree moderately,Neither agree nor disagree,Agree strongly,Disagree moderately,Agree a little,Negative,Positive,Negative,Slightly negative,Very positive,Slightly positive,Negative,Negative,Slightly positive,Slightly positive,Very positive,Neither positive nor negative,Negative,Very negative,Very positive,Neither positive nor negative,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),Extremely characteristic of me (7),2,6,4,2,Extremely characteristic of me (7),Extremely characteristic of me (7),2,4,Extremely characteristic of me (7),5,2,Always or definitely yes (9),2,6,Always or definitely yes (9),7,Always or definitely yes (9),6,2,5,5,5,8,7,7,7,3,90,Other,Elementary school,Yes,1,Self-employed,Professional,,,"Less than $6,000 per year","1,000 - 1,499 MAD","15,001 – 25,000 pesos",Living comfortably on present income,Don’t know,,,67,35,Widowed,7991,"Yes, born in this country",,,3 days,7 days,5 days,On a computer or tablet at school,19,Yes,34615,4,No,Yes,3
2017-06-08 06:18:24,2017-06-08 06:18:24,Survey Test,,100,0,True,2017-06-08 06:18:24,R_3EFOo14P3t4SPLT,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree moderately,Agree moderately,Neither agree nor disagree,Agree a little,Agree moderately,Disagree a little,Disagree a little,Disagree strongly,Disagree a little,Disagree strongly,Slightly negative,Very positive,Negative,Slightly negative,Very positive,Very positive,Slightly positive,Very negative,Neither positive nor negative,Negative,Negative,Positive,Very negative,Very positive,Positive,Very positive,3,5,6,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),3,2,6,6,6,Extremely characteristic of me (7),2,3,2,Never or definitely no (1),5,5,7,5,8,Always or definitely yes (9),4,2,Always or definitely yes (9),3,3,7,8,109,Male,High school,No,,,,Disabled,,"$240,000 or more per year","5,000 - 7,999 MAD",(None/No household income),Finding it difficult on present income,Spiritism,,Monthly (at least once a month),13,18,"Domestic partnership/Living with partner ",84739,"No, not born in this country",No,Molestie accumsan vitae ridiculus? Platea in. Platea! Metus venenatis. Mauris tincidunt.,2 days,Less than once a week,1 day,On a computer or tablet at work,13,No,,,No,No,
2017-06-08 06:18:26,2017-06-08 06:18:26,Survey Test,,100,0,True,2017-06-08 06:18:26,R_a30nnbSImWLZXCJ,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree strongly,Disagree strongly,Agree moderately,Disagree moderately,Disagree moderately,Agree a little,Disagree a little,Disagree strongly,Disagree a little,Agree a little,Positive,Very negative,Slightly positive,Neither positive nor negative,Neither positive nor negative,Slightly negative,Very positive,Slightly positive,Slightly positive,Positive,Negative,Very negative,Neither positive nor negative,Negative,Positive,Positive,3,2,2,6,6,Extremely characteristic of me (7),5,Extremely uncharacteristic of me (1),Extremely characteristic of me (7),2,4,3,Extremely characteristic of me (7),Extremely uncharacteristic of me (1),Never or definitely no (1),4,3,5,4,6,5,4,3,Never or definitely no (1),3,6,4,8,Always or definitely yes (9),6,25,Prefer not to answer,Post-graduate degree,Yes,0,Work for an employer,Military,,,"$60,000-$89,999 per year","1,000 - 1,499 MAD",700 pesos or less,Getting by on present income,Islam/Muslim (Sunni),,Weekly (at least once a week),57,2,Divorced,73999,"Yes, born in this country",,,1 day,5 days,Less than once a week,On a computer or tablet at home,1,No,,,Yes,No,
2017-06-08 06:18:25,2017-06-08 06:18:25,Survey Test,,100,0,True,2017-06-08 06:18:25,R_81E8QivFzOkFX6Z,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Neither agree nor disagree,Disagree a little,Agree strongly,Agree moderately,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Positive,Positive,Negative,Slightly positive,Negative,Negative,Slightly negative,Slightly negative,Neither positive nor negative,Slightly positive,Very positive,Positive,Slightly negative,Neither positive nor negative,Negative,Very positive,6,6,Extremely characteristic of me (7),6,2,4,Extremely uncharacteristic of me (1),6,Extremely characteristic of me (7),4,2,3,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),5,7,7,8,4,6,8,Always or definitely yes (9),Always or definitely yes (9),5,2,Never or definitely no (1),8,2,2,Never or definitely no (1),64,Female,College degree,Yes,1,Work for an employer,Military,,,"$48,000-$59,999 per year","15,000 - 19,999 MAD","7,501 – 10,000 pesos",Finding it difficult on present income,Hinduism,,Do not regularly attend religious services,8,17,Widowed,60611,"Yes, born in this country",,,1 day,7 days,Never,On a mobile device,13,No,,,Yes,No,
2017-06-08 06:18:25,2017-06-08 06:18:26,Survey Test,,100,1,True,2017-06-08 06:18:26,R_3UBsbdzxOQy8uQB,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree strongly,Disagree strongly,Disagree moderately,Disagree moderately,Agree strongly,Agree strongly,Disagree a little,Agree strongly,Agree a little,Disagree strongly,Slightly positive,Slightly positive,Very positive,Slightly negative,Slightly positive,Very negative,Very positive,Very negative,Slightly positive,Slightly positive,Positive,Positive,Neither positive nor negative,Neither positive nor negative,Slightly negative,Very negative,4,6,3,5,6,4,Extremely uncharacteristic of me (1),6,Extremely uncharacteristic of me (1),3,2,Extremely characteristic of me (7),Extremely uncharacteristic of me (1),4,5,6,8,3,2,7,Always or definitely yes (9),Always or definitely yes (9),Always or definitely yes (9),Always or definitely yes (9),8,8,3,5,Always or definitely yes (9),7,133,Prefer not to answer,High school,Yes,16,Work for an employer,Farmer or rancher,,,"$240,000 or more per year","1,000 - 1,499 MAD","7,501 – 10,000 pesos",Living comfortably on present income,Mormon/Latter-Day Saints,,Do not regularly attend religious services,42,43,Widowed,83836,"Yes, born in this country",,,Never,2 days,7 days,Other,0,Yes,4249,9,Yes,No,
2017-06-08 06:18:25,2017-06-08 06:18:25,Survey Test,,100,0,True,2017-06-08 06:18:25,R_aV2J5s1lKKbRZ5z,,,,,45.654907226562,-94.084396362305,test,,I consent to participate in this experiment.,Disagree moderately,Disagree a little,Disagree strongly,Agree moderately,Agree strongly,Disagree moderately,Disagree strongly,Disagree a little,Disagree strongly,Neither agree nor disagree,Slightly positive,Negative,Very positive,Neither positive nor negative,Negative,Very positive,Positive,Negative,Very positive,Very positive,Slightly negative,Negative,Very negative,Neither positive nor negative,Negative,Very negative,Extremely characteristic of me (7),4,4,3,Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),Extremely uncharacteristic of me (1),2,3,3,5,6,5,5,3,2,2,8,4,6,Never or definitely no (1),6,4,5,5,3,Never or definitely no (1),Always or definitely yes (9),6,5,28,Prefer not to answer,High school,No,,,,"Other, please list","Erat neque, pharetra leo! Amet urna platea aenean? Suscipit. Tortor.","$48,000-$59,999 per year",(Refused to give household income),"25,001 – 40,000 pesos",Living comfortably on present income,Other (Write in:),Enim faucibus magna nibh integer! Suspendisse nullam turpis fermentum massa.,Monthly (at least once a month),36,35,Divorced,25347,"Yes, born in this country",,,Less than once a week,Never,7 days,On a computer or tablet at home,6,No,,,No,No,
